RUNUP_HT,DIST_FROM_SOURCE,CAUSE_CODE,TS_INTENSITY,DAMAGE_AMOUNT_ORDER
9.18,81,0,1,1
5.11,93,0,1,1
5.21,131,0,1,1
5.46,106,0,1,1
5.47,94,0,1,1
5.9,97,0,1,1
6,96,0,1,1
6.21,266,0,1,1
6.28,105,0,1,1
6.35,94,0,1,1
6.39,97,0,1,1
6.69,96,0,1,1
6.75,94,0,1,1
6.77,266,0,1,1
6.97,94,0,1,1
6.98,96,0,1,1
7.18,93,0,1,1
7.29,95,0,1,1
7.44,277,0,1,1
7.53,94,0,1,1
7.57,270,0,1,1
7.86,268,0,1,1
7.97,270,0,1,1
8.44,249,0,1,1
8.58,93,0,1,1
8.71,268,0,1,1
9.72,256,0,1,1
9.98,256,0,1,1
18.05,195,0,1,1
15.43,91,0,1,1
15.43,209,0,1,1
15.5,103,0,1,1
15.54,88,0,1,1
15.6,77,0,1,1
15.6,83,0,1,1
15.61,75,0,1,1
15.62,92,0,1,1
15.63,98,0,1,1
15.63,101,0,1,1
15.64,82,0,1,1
15.65,89,0,1,1
15.69,164,0,1,1
15.71,102,0,1,1
15.72,82,0,1,1
15.75,98,0,1,1
15.77,76,0,1,1
15.8,102,0,1,1
15.8,103,0,1,1
15.88,105,0,1,1
15.98,80,0,1,1
16,102,0,1,1
16.02,120,0,1,1
16.04,91,0,1,1
16.07,97,0,1,1
16.15,91,0,1,1
16.17,99,0,1,1
16.23,120,0,1,1
16.23,125,0,1,1
16.26,99,0,1,1
16.28,99,0,1,1
16.28,106,0,1,1
16.33,83,0,1,1
16.35,130,0,1,1
16.37,99,0,1,1
16.42,98,0,1,1
16.44,92,0,1,1
16.48,86,0,1,1
16.55,81,0,1,1
9.19,92,0,1,1
9.23,121,0,1,1
9.26,106,0,1,1
9.3,125,0,1,1
9.31,88,0,1,1
9.38,135,0,1,1
9.4,87,0,1,1
9.4,105,0,1,1
9.42,106,0,1,1
9.46,122,0,1,1
9.49,106,0,1,1
9.51,92,0,1,1
9.65,122,0,1,1
9.72,135,0,1,1
9.76,94,0,1,1
9.9,87,0,1,1
9.94,105,0,1,1
9.96,119,0,1,1
10,124,0,1,1
10.02,87,0,1,1
10.12,101,0,1,1
10.14,129,0,1,1
10.23,91,0,1,1
10.28,216,0,1,1
10.32,90,0,1,1
10.35,93,0,1,1
10.43,94,0,1,1
10.5,114,0,1,1
10.65,135,0,1,1
10.78,88,0,1,1
10.89,134,0,1,1
10.92,135,0,1,1
11.05,90,0,1,1
11.3,94,0,1,1
11.36,130,0,1,1
11.42,90,0,1,1
11.65,135,0,1,1
11.65,87,0,1,1
0,810,0,1,1
5.69,176,0,1,1
5.89,176,0,1,1
6.81,176,0,1,1
7.19,176,0,1,1
11.52,97,0,1,1
23.31,174,0,1,1
24.22,174,0,1,1
6.95,118,0,1,1
3.36,103,0,1,1
8.5,80,0,1,1
4.69,97,0,1,1
7.54,114,0,1,1
3.6,120,0,1,1
11.2,96,0,1,1
8.8,114,0,1,1
3.92,133,0,1,1
14.04,90,0,1,1
17.38,119,0,1,1
8.79,75,0,1,1
27.17,89,0,1,1
11.53,83,0,1,1
16.61,81,0,1,1
16.66,109,0,1,1
16.75,100,0,1,1
16.77,83,0,1,1
16.79,83,0,1,1
16.81,98,0,1,1
16.87,97,0,1,1
16.89,87,0,1,1
16.93,107,0,1,1
16.93,201,0,1,1
16.96,105,0,1,1
16.96,110,0,1,1
17,100,0,1,1
17.02,106,0,1,1
17.08,129,0,1,1
17.23,82,0,1,1
17.23,100,0,1,1
17.36,105,0,1,1
17.39,82,0,1,1
17.4,138,0,1,1
17.42,119,0,1,1
17.42,105,0,1,1
17.44,119,0,1,1
17.46,100,0,1,1
17.48,90,0,1,1
17.51,79,0,1,1
17.51,90,0,1,1
17.6,102,0,1,1
17.66,130,0,1,1
17.72,82,0,1,1
17.78,110,0,1,1
17.86,103,0,1,1
17.89,119,0,1,1
17.97,85,0,1,1
17.98,110,0,1,1
18.12,105,0,1,1
18.22,96,0,1,1
18.27,82,0,1,1
1.15,800,0,1,1
1.27,891,0,1,1
1.31,801,0,1,1
1.42,898,0,1,1
1.64,888,0,1,1
6.28,241,0,1,1
8.08,241,0,1,1
9.73,243,0,1,1
9.73,243,0,1,1
11.83,245,0,1,1
1.25,478,0,1,1
16.46,97,0,1,1
16.47,138,0,1,1
16.49,96,0,1,1
16.5,81,0,1,1
16.52,80,0,1,1
16.55,119,0,1,1
16.58,95,0,1,1
16.6,159,0,1,1
16.62,96,0,1,1
16.67,120,0,1,1
16.67,106,0,1,1
16.7,98,0,1,1
16.76,105,0,1,1
16.76,104,0,1,1
0.93,89,0,1,1
6.91,105,0,1,1
11.02,134,0,1,1
15.9,91,0,1,1
14.32,121,0,1,1
16.47,96,0,1,1
20.68,78,0,1,1
30.39,166,0,1,1
1.91,90,0,1,1
29.37,130,0,1,1
13.98,88,0,1,1
2.82,411,0,1,1
6.4,291,0,1,1
5.5,275,0,1,1
7.18,185,0,1,1
8.49,135,0,1,1
16.82,120,0,1,1
16.82,102,0,1,1
16.83,96,0,1,1
16.89,123,0,1,1
16.92,103,0,1,1
16.95,216,0,1,1
17.03,195,0,1,1
17.05,99,0,1,1
17.08,195,0,1,1
17.12,120,0,1,1
17.19,127,0,1,1
17.22,119,0,1,1
17.27,99,0,1,1
17.27,153,0,1,1
17.28,112,0,1,1
17.32,120,0,1,1
17.35,208,0,1,1
17.41,181,0,1,1
17.45,101,0,1,1
17.47,104,0,1,1
17.48,199,0,1,1
17.53,110,0,1,1
17.53,209,0,1,1
17.59,139,0,1,1
17.61,90,0,1,1
17.78,172,0,1,1
17.85,149,0,1,1
17.86,119,0,1,1
17.98,200,0,1,1
18.01,200,0,1,1
18.09,83,0,1,1
18.17,120,0,1,1
18.25,101,0,1,1
18.27,101,0,1,1
18.32,119,0,1,1
18.33,103,0,1,1
18.38,200,0,1,1
18.4,101,0,1,1
10.45,215,0,1,1
11.74,219,0,1,1
13.1,151,0,1,1
15.19,159,0,1,1
17.37,208,0,1,1
18.95,105,0,1,1
21.01,132,0,1,1
1.32,98,0,1,1
24.36,170,0,1,1
6.94,126,0,1,1
4.7,264,0,1,1
8.4,98,0,1,1
2,131,0,1,1
2.6,121,0,1,1
0,111,0,1,1
0,91,0,1,1
0,93,0,1,1
0,97,0,1,1
0,96,0,1,1
0,96,0,1,1
0,344,0,1,1
0,312,0,1,1
0,135,0,1,1
0,131,0,1,1
0,131,0,1,1
0,129,0,1,1
18.42,96,0,1,1
18.44,104,0,1,1
18.46,158,0,1,1
18.5,102,0,1,1
18.5,102,0,1,1
18.54,156,0,1,1
18.55,156,0,1,1
18.58,103,0,1,1
18.6,150,0,1,1
18.61,157,0,1,1
18.63,119,0,1,1
18.75,120,0,1,1
18.79,96,0,1,1
18.79,100,0,1,1
18.82,106,0,1,1
18.84,208,0,1,1
18.95,105,0,1,1
19.02,195,0,1,1
19.04,219,0,1,1
19.06,158,0,1,1
19.08,164,0,1,1
19.15,91,0,1,1
19.17,158,0,1,1
19.2,160,0,1,1
19.27,152,0,1,1
19.34,152,0,1,1
19.38,145,0,1,1
19.38,152,0,1,1
19.43,120,0,1,1
19.46,129,0,1,1
19.63,209,0,1,1
19.63,134,0,1,1
19.77,186,0,1,1
19.87,92,0,1,1
19.94,200,0,1,1
20.02,105,0,1,1
20.12,160,0,1,1
20.19,83,0,1,1
0,351,0,1,1
0,181,0,1,1
0.17,93,0,1,1
0.29,97,0,1,1
0.82,95,0,1,1
1.18,485,0,1,1
1.25,130,0,1,1
1.32,114,0,1,1
1.34,109,0,1,1
1.61,391,0,1,1
1.76,440,0,1,1
1.8,479,0,1,1
2,121,0,1,1
2.39,125,0,1,1
3.74,199,0,1,1
4.32,191,0,1,1
6.2,94,0,1,1
7.95,155,0,1,1
9.6,250,0,1,1
4.8,130,0,1,1
12.63,97,0,1,1
13.75,228,0,1,1
11.63,90,0,1,1
16.74,174,0,1,1
0,135,0,1,1
0,111,0,1,1
2.59,91,0,1,1
0,126,0,1,1
0,126,0,1,1
0,126,0,1,1
0,124,0,1,1
0,122,0,1,1
0,121,0,1,1
0,113,0,1,1
0,108,0,1,1
0,102,0,1,1
0,96,0,1,1
0,92,0,1,1
0,91,0,1,1
0,277,0,1,1
0,83,0,1,1
0,83,0,1,1
0,83,0,1,1
0,83,0,1,1
0,83,0,1,1
0,83,0,1,1
0,83,0,1,1
0,83,0,1,1
0,83,0,1,1
0,83,0,1,1
0,81,0,1,1
0.15,96,0,1,1
0.23,97,0,1,1
0.24,96,0,1,1
0.26,131,0,1,1
0.44,96,0,1,1
0.46,86,0,1,1
0.57,96,0,1,1
0.63,103,0,1,1
0.79,97,0,1,1
0.81,131,0,1,1
0.93,104,0,1,1
0.93,131,0,1,1
0.97,101,0,1,1
0.98,570,0,1,1
20.2,221,0,1,1
20.23,209,0,1,1
20.25,120,0,1,1
20.36,138,0,1,1
20.53,98,0,1,1
20.55,110,0,1,1
20.58,140,0,1,1
20.62,98,0,1,1
20.62,83,0,1,1
20.66,120,0,1,1
20.72,163,0,1,1
20.75,138,0,1,1
20.85,98,0,1,1
20.86,139,0,1,1
20.87,152,0,1,1
20.91,157,0,1,1
20.99,221,0,1,1
21.08,100,0,1,1
21.17,121,0,1,1
21.24,119,0,1,1
21.26,188,0,1,1
21.27,165,0,1,1
21.27,148,0,1,1
21.3,160,0,1,1
21.33,119,0,1,1
21.56,110,0,1,1
21.6,152,0,1,1
21.64,170,0,1,1
21.65,160,0,1,1
21.73,163,0,1,1
21.73,105,0,1,1
21.8,140,0,1,1
21.88,187,0,1,1
22.09,153,0,1,1
22.16,138,0,1,1
22.26,165,0,1,1
22.28,98,0,1,1
22.52,155,0,1,1
2.16,567,0,1,1
2.2,548,0,1,1
2.2,104,0,1,1
2.23,450,0,1,1
2.44,409,0,1,1
2.7,481,0,1,1
2.75,121,0,1,1
2.84,474,0,1,1
2.87,115,0,1,1
2.93,423,0,1,1
2.97,549,0,1,1
3.14,134,0,1,1
3.19,641,0,1,1
3.2,95,0,1,1
3.3,479,0,1,1
3.7,499,0,1,1
3.8,580,0,1,1
3.89,217,0,1,1
3.93,302,0,1,1
4.11,497,0,1,1
4.27,218,0,1,1
4.39,319,0,1,1
4.55,239,0,1,1
4.66,228,0,1,1
4.86,234,0,1,1
5.68,198,0,1,1
5.69,216,0,1,1
5.9,233,0,1,1
6,106,0,1,1
6.4,106,0,1,1
6.5,218,0,1,1
6.53,135,0,1,1
11.86,183,0,1,1
16.02,97,0,1,1
6.5,285,0,1,1
3.83,115,0,1,1
11.92,87,0,1,1
11.98,89,0,1,1
12.03,92,0,1,1
12.19,91,0,1,1
12.22,129,0,1,1
12.29,79,0,1,1
12.32,93,0,1,1
12.38,78,0,1,1
12.38,92,0,1,1
12.4,89,0,1,1
12.41,86,0,1,1
12.48,120,0,1,1
12.58,97,0,1,1
12.63,92,0,1,1
12.66,94,0,1,1
12.86,187,0,1,1
12.96,87,0,1,1
13.04,101,0,1,1
13.05,90,0,1,1
13.1,124,0,1,1
13.46,93,0,1,1
13.49,92,0,1,1
13.51,89,0,1,1
13.67,88,0,1,1
14.03,119,0,1,1
14.06,91,0,1,1
14.1,121,0,1,1
14.25,92,0,1,1
14.4,103,0,1,1
14.44,119,0,1,1
14.45,129,0,1,1
14.62,207,0,1,1
14.68,89,0,1,1
14.8,69,0,1,1
14.9,86,0,1,1
14.98,95,0,1,1
15,103,0,1,1
15.03,78,0,1,1
19.09,208,0,1,1
0.7,259,0,1,1
2.45,654,0,1,1
1.51,94,0,1,1
3.83,268,0,1,1
4.5,127,0,1,1
5.2,127,0,1,1
2.69,126,0,1,1
5.07,421,0,1,1
5.57,134,0,1,1
6.04,120,0,1,1
5.64,305,0,1,1
6.06,120,0,1,1
3.03,228,0,1,1
11,239,0,1,1
25.32,159,0,1,1
2.79,324,0,1,1
11.04,135,0,1,1
18.34,100,0,1,1
18.64,83,0,1,1
18.72,82,0,1,1
18.74,119,0,1,1
18.87,130,0,1,1
18.91,90,0,1,1
19.03,92,0,1,1
19.03,105,0,1,1
19.13,82,0,1,1
19.26,92,0,1,1
19.28,80,0,1,1
19.52,110,0,1,1
19.61,91,0,1,1
19.61,125,0,1,1
19.73,195,0,1,1
19.97,155,0,1,1
20.51,186,0,1,1
20.57,80,0,1,1
20.65,92,0,1,1
20.71,90,0,1,1
20.78,90,0,1,1
21.51,84,0,1,1
21.86,98,0,1,1
22.02,83,0,1,1
22.04,101,0,1,1
22.64,174,0,1,1
22.66,174,0,1,1
22.9,195,0,1,1
23.05,97,0,1,1
23.17,92,0,1,1
23.31,92,0,1,1
23.35,181,0,1,1
23.66,86,0,1,1
24.25,188,0,1,1
24.84,97,0,1,1
25.23,150,0,1,1
25.36,164,0,1,1
26.68,74,0,1,1
15.24,93,0,1,1
15.32,91,0,1,1
15.46,184,0,1,1
15.54,89,0,1,1
15.72,77,0,1,1
15.74,90,0,1,1
15.77,86,0,1,1
15.98,91,0,1,1
16.27,93,0,1,1
16.4,102,0,1,1
16.56,86,0,1,1
16.59,87,0,1,1
16.73,102,0,1,1
16.8,90,0,1,1
16.85,82,0,1,1
16.86,90,0,1,1
16.88,206,0,1,1
17.3,93,0,1,1
17.44,174,0,1,1
17.44,83,0,1,1
17.57,91,0,1,1
17.86,100,0,1,1
17.95,207,0,1,1
17.99,82,0,1,1
18,89,0,1,1
18.11,92,0,1,1
18.22,207,0,1,1
18.52,89,0,1,1
18.64,88,0,1,1
18.73,87,0,1,1
18.75,89,0,1,1
18.75,207,0,1,1
19.05,83,0,1,1
19.07,89,0,1,1
19.53,176,0,1,1
19.57,88,0,1,1
19.7,123,0,1,1
19.88,206,0,1,1
19.91,96,0,1,1
7.41,129,0,1,1
12.14,97,0,1,1
4.43,126,0,1,1
13.46,91,0,1,1
6.26,95,0,1,1
14.55,92,0,1,1
8,125,0,1,1
5.02,96,0,1,1
15.87,164,0,1,1
9.55,88,0,1,1
17.12,91,0,1,1
12.8,135,0,1,1
20.07,83,0,1,1
6.84,92,0,1,1
3.27,118,0,1,1
7.25,115,0,1,1
7.87,135,0,1,1
8.4,107,0,1,1
9.46,93,0,1,1
4.22,88,0,1,1
4.55,126,0,1,1
1.07,134,0,1,1
26.94,97,0,1,1
28.16,174,0,1,1
28.69,180,0,1,1
29.37,83,0,1,1
30.1,85,0,1,1
32.26,92,0,1,1
35.55,77,0,1,1
36.41,84,0,1,1
20.42,90,0,1,1
20.55,207,0,1,1
20.63,176,0,1,1
20.94,78,0,1,1
21.48,206,0,1,1
21.68,206,0,1,1
22.81,85,0,1,1
22.9,90,0,1,1
22.94,92,0,1,1
23.37,189,0,1,1
23.52,188,0,1,1
24.3,91,0,1,1
25.82,186,0,1,1
28.12,75,0,1,1
29.34,121,0,1,1
30.22,89,0,1,1
33.93,89,0,1,1
38.49,95,0,1,1
1.35,121,0,1,1
2.04,130,0,1,1
4.82,130,0,1,1
2.31,124,0,1,1
5.07,134,0,1,1
2.56,117,0,1,1
5.4,259,0,1,1
6.4,130,0,1,1
3.07,123,0,1,1
7.77,136,0,1,1
6.1,247,0,1,1
6.73,118,0,1,1
2.11,130,0,1,1
3.58,91,0,1,1
5.84,106,0,1,1
1.51,97,0,1,1
2.78,94,0,1,1
9.06,124,0,1,1
8.84,270,0,1,1
11.7,183,0,1,1
29.87,91,0,1,1
15.52,163,0,1,1
5.78,129,0,1,1
8.6,87,0,1,1
15.74,88,0,1,1
7.83,90,0,1,1
3.04,130,0,1,1
3.87,121,0,1,1
9.93,136,0,1,1
7.05,91,0,1,1
12.47,145,0,1,1
12.61,92,0,1,1
15.6,103,0,1,1
1.54,134,0,1,1
19.69,83,0,1,1
0.64,107,0,1,1
1.42,98,0,1,1
1.65,411,0,1,1
1.65,411,0,1,1
1.56,553,0,1,1
0.84,462,0,1,1
0.71,812,0,1,1
1.34,786,0,1,1
0.98,891,0,1,1
1.26,1055,0,1,1
1.44,1061,0,1,1
1.29,1276,0,1,1
1.29,1276,0,1,1
0.74,566,0,1,1
0.82,635,0,1,1
9.27,241,0,1,1
12.6,233,0,1,1
9.39,254,0,1,1
13.11,87,0,1,1
15.37,134,0,1,1
18.48,198,0,1,1
24.25,151,0,1,1
6.5,282,0,1,1
11.86,123,0,1,1
17.82,124,0,1,1
5.01,133,0,1,1
1.05,131,0,1,1
1.07,133,0,1,1
1.08,101,0,1,1
1.09,131,0,1,1
1.09,90,0,1,1
1.14,98,0,1,1
1.2,131,0,1,1
1.21,132,0,1,1
1.22,98,0,1,1
1.26,134,0,1,1
1.27,588,0,1,1
1.29,131,0,1,1
1.3,126,0,1,1
1.31,132,0,1,1
1.33,97,0,1,1
1.37,97,0,1,1
1.44,437,0,1,1
1.44,102,0,1,1
1.46,135,0,1,1
1.46,499,0,1,1
1.52,96,0,1,1
1.53,127,0,1,1
1.54,127,0,1,1
1.56,137,0,1,1
1.57,96,0,1,1
1.63,456,0,1,1
1.63,505,0,1,1
1.66,135,0,1,1
1.67,126,0,1,1
1.76,135,0,1,1
1.76,452,0,1,1
1.79,137,0,1,1
1.8,210,0,1,1
1.83,467,0,1,1
1.85,464,0,1,1
1.86,464,0,1,1
1.86,482,0,1,1
22.8,219,0,1,1
22.83,155,0,1,1
22.89,159,0,1,1
22.89,158,0,1,1
22.93,198,0,1,1
23.04,150,0,1,1
23.28,97,0,1,1
23.28,151,0,1,1
23.37,138,0,1,1
23.57,153,0,1,1
23.57,167,0,1,1
23.64,140,0,1,1
23.73,204,0,1,1
23.77,152,0,1,1
23.98,140,0,1,1
24.07,151,0,1,1
24.08,140,0,1,1
24.2,159,0,1,1
24.24,121,0,1,1
24.28,195,0,1,1
24.28,200,0,1,1
24.57,165,0,1,1
24.66,138,0,1,1
24.74,112,0,1,1
24.79,188,0,1,1
24.96,174,0,1,1
25.01,165,0,1,1
25.01,157,0,1,1
25.11,116,0,1,1
25.28,165,0,1,1
25.37,140,0,1,1
25.49,138,0,1,1
25.82,184,0,1,1
25.96,152,0,1,1
25.98,130,0,1,1
26.24,165,0,1,1
26.27,150,0,1,1
26.42,130,0,1,1
26.88,140,0,1,1
6.7,272,0,1,1
6.54,89,0,1,1
6.56,273,0,1,1
6.69,103,0,1,1
6.92,273,0,1,1
7,263,0,1,1
7.18,241,0,1,1
7.31,100,0,1,1
7.4,106,0,1,1
7.6,284,0,1,1
7.7,213,0,1,1
7.92,131,0,1,1
8.14,234,0,1,1
8.24,135,0,1,1
8.32,230,0,1,1
8.41,123,0,1,1
8.82,97,0,1,1
8.87,205,0,1,1
9.19,101,0,1,1
9.58,116,0,1,1
9.66,80,0,1,1
9.9,124,0,1,1
10.07,180,0,1,1
10.24,235,0,1,1
10.26,91,0,1,1
10.38,123,0,1,1
10.45,102,0,1,1
10.57,94,0,1,1
10.64,97,0,1,1
10.93,84,0,1,1
11.21,198,0,1,1
11.24,124,0,1,1
11.25,124,0,1,1
11.35,88,0,1,1
5.55,311,0,1,1
7.77,279,0,1,1
6.96,309,0,1,1
8.6,213,0,1,1
0,231,0,1,1
0,254,0,1,1
6.9,275,0,1,1
6.2,325,0,1,1
3.26,324,0,1,1
1.5,409,0,1,1
4.72,362,0,1,1
5.82,324,0,1,1
7.83,324,0,1,1
1.78,404,0,1,1
0,356,0,1,1
0,362,0,1,1
2.31,403,0,1,1
1.19,416,0,1,1
1.34,848,0,1,1
3.15,983,0,1,1
2.5,983,0,1,1
3.16,982,0,1,1
2.64,500,0,1,1
2.39,595,0,1,1
1.93,487,0,1,1
2.62,473,0,1,1
3.96,467,0,1,1
1.87,449,0,1,1
5.65,421,0,1,1
2.35,429,0,1,1
1.33,493,0,1,1
3.4,547,0,1,1
0.77,463,0,1,1
2.17,481,0,1,1
1.11,602,0,1,1
2.66,462,0,1,1
38.38,140,0,1,1
3.07,273,0,1,1
13.24,225,0,1,1
16.16,196,0,1,1
4.42,228,0,1,1
6.79,194,0,1,1
4.81,97,0,1,1
2.04,131,0,1,1
17.59,221,0,1,1
1.85,482,0,1,1
6.76,414,0,1,1
10.13,253,0,1,1
16.4,150,0,1,1
20.15,160,0,1,1
30.8,119,0,1,1
14.52,132,0,1,1
17.79,105,0,1,1
16.51,98,0,1,1
20.93,184,0,1,1
18.13,145,0,1,1
19.75,98,0,1,1
1.02,107,0,1,1
22.09,82,0,1,1
27.53,140,0,1,1
1.85,125,0,1,1
26.41,140,0,1,1
9.68,206,0,1,1
3.2,267,0,1,1
9.36,256,0,1,1
6.5,287,0,1,1
8.99,268,0,1,1
16.16,196,0,1,1
6.16,105,0,1,1
9.53,102,0,1,1
8.46,127,0,1,1
13.63,105,0,1,1
17.98,120,0,1,1
9.99,99,0,1,1
14.63,95,0,1,1
13.55,95,0,1,1
9.64,132,0,1,1
11.2,215,0,1,1
11.8,150,0,1,1
12.9,225,0,1,1
13.78,123,0,1,1
14.4,150,0,1,1
15.15,149,0,1,1
16.14,219,0,1,1
17,102,0,1,1
18.39,159,0,1,1
19.63,140,0,1,1
21.03,170,0,1,1
23,159,0,1,1
26.14,148,0,1,1
30.27,160,0,1,1
16.89,150,0,1,1
28.03,188,0,1,1
30.34,140,0,1,1
35.15,140,0,1,1
15.26,207,0,1,1
16.17,99,0,1,1
6.36,147,0,1,1
19.64,188,0,1,1
25.03,204,0,1,1
16.13,209,0,1,1
6.58,195,0,1,1
13.54,145,0,1,1
7.61,136,0,1,1
8.63,136,0,1,1
9.48,148,0,1,1
10.4,119,0,1,1
10.89,105,0,1,1
11.8,215,0,1,1
12.35,98,0,1,1
13.21,109,0,1,1
13.63,131,0,1,1
14,151,0,1,1
14.5,149,0,1,1
15.05,145,0,1,1
15.55,194,0,1,1
16.6,159,0,1,1
17.22,195,0,1,1
17.74,174,0,1,1
18.71,177,0,1,1
19.28,164,0,1,1
10.83,94,0,1,1
20.82,164,0,1,1
21.44,121,0,1,1
22.55,145,0,1,1
17.89,124,0,1,1
23.65,148,0,1,1
24.82,151,0,1,1
26.85,150,0,1,1
9.04,219,0,1,1
15.69,215,0,1,1
4.8,274,0,1,1
12.71,87,0,1,1
2.2,102,0,1,1
1.57,131,0,1,1
11.75,96,0,1,1
2.6,128,0,1,1
5.3,97,0,1,1
3.11,124,0,1,1
2.4,131,0,1,1
4.17,497,0,1,1
4.83,130,0,1,1
5.6,121,0,1,1
3.14,130,0,1,1
22.77,81,0,1,1
2.03,355,0,1,1
0.36,623,0,1,1
1.81,269,0,1,1
3.97,228,0,1,1
4.57,230,0,1,1
3.39,293,0,1,1
2.77,228,0,1,1
3.75,268,0,1,1
4.33,224,0,1,1
3.16,346,0,1,1
7.17,325,0,1,1
3.47,324,0,1,1
3.6,324,0,1,1
3.93,319,0,1,1
4.53,324,0,1,1
0,344,0,1,1
0.97,438,0,1,1
1.68,404,0,1,1
4.64,319,0,1,1
2.39,335,0,1,1
2.47,335,0,1,1
5.55,324,0,1,1
2.63,316,0,1,1
2.93,316,0,1,1
6.04,325,0,1,1
2.94,324,0,1,1
2.79,359,0,1,1
1.01,401,0,1,1
1.45,404,0,1,1
0.82,426,0,1,1
3.04,359,0,1,1
1.72,343,0,1,1
3.24,319,0,1,1
4.27,386,0,1,1
0.23,409,0,1,1
3.31,319,0,1,1
1.82,372,0,1,1
2.78,372,0,1,1
1.02,423,0,1,1
1.84,411,0,1,1
1.26,553,0,1,1
1.08,492,0,1,1
1.63,506,0,1,1
2.08,653,0,1,1
2.35,654,0,1,1
2.66,719,0,1,1
2.82,718,0,1,1
1.14,657,0,1,1
1.79,652,0,1,1
1.89,652,0,1,1
0,814,0,1,1
0,810,0,1,1
0,810,0,1,1
3.27,854,0,1,1
3.37,854,0,1,1
0.74,844,0,1,1
1.67,888,0,1,1
1.96,851,0,1,1
2.93,854,0,1,1
3.18,419,0,1,1
3.35,538,0,1,1
3.67,424,0,1,1
3.92,516,0,1,1
4.09,474,0,1,1
1.96,467,0,1,1
4.35,431,0,1,1
6.73,414,0,1,1
1.01,470,0,1,1
0.87,623,0,1,1
1.9,499,0,1,1
1.24,470,0,1,1
2.5,411,0,1,1
1.69,458,0,1,1
2.79,549,0,1,1
1.92,463,0,1,1
2.99,431,0,1,1
4.63,417,0,1,1
2.18,484,0,1,1
3.61,499,0,1,1
2.45,547,0,1,1
5.23,499,0,1,1
2.66,462,0,1,1
5.65,418,0,1,1
3.01,432,0,1,1
2.45,492,0,1,1
0,545,0,1,1
1.06,481,0,1,1
1.43,475,0,1,1
2.89,426,0,1,1
3.39,444,0,1,1
4.93,424,0,1,1
1.71,435,0,1,1
2.13,564,0,1,1
0,744,0,1,1
0,741,0,1,1
0,741,0,1,1
0,744,0,1,1
0,742,0,1,1
10.65,95,0,1,1
5.2,324,0,1,1
2.79,548,0,1,1
5.19,258,0,1,1
8.22,134,0,1,1
7.73,78,0,1,1
5.42,117,0,1,1
5.97,88,0,1,1
5.86,189,0,1,1
8.14,212,0,1,1
6.54,197,0,1,1
8.06,115,0,1,1
2.64,133,0,1,1
11.41,74,0,1,1
6.51,106,0,1,1
13.17,96,0,1,1
16.88,105,0,1,1
38.56,77,0,1,1
24.59,186,0,1,1
27.62,83,0,1,1
4.52,150,0,1,1
4.92,467,0,1,1
5.62,324,0,1,1
1.84,396,0,1,1
4,374,0,1,1
12.61,80,0,1,1
14.96,75,0,1,1
7.8,103,0,1,1
17.6,85,0,1,1
14.86,94,0,1,1
24.27,150,0,1,1
8.7,105,0,1,1
8.3,270,0,1,1
16.42,83,0,1,1
10.73,130,0,1,1
16.12,130,0,1,1
17.78,110,0,1,1
14.64,92,0,1,1
23.51,76,0,1,1
19.16,90,0,1,1
3.49,125,0,1,1
25.37,183,0,1,1
7.29,128,0,1,1
0.8,261,0,1,1
8.7,278,0,1,1
6.5,258,0,1,1
4.84,259,0,1,1
6.81,114,0,1,1
7.41,136,0,1,1
13.68,232,0,1,1
7.43,100,0,1,1
8.35,156,0,1,1
7.81,134,0,1,1
10.64,132,0,1,1
8.38,124,0,1,1
11.46,96,0,1,1
13.57,100,0,1,1
10.66,97,0,1,1
8.98,151,0,1,1
14.46,101,0,1,1
17.2,102,0,1,1
24.21,165,0,1,1
16.69,195,0,1,1
7.63,246,0,1,1
8.24,242,0,1,1
9.48,235,0,1,1
11.8,233,0,1,1
14.34,229,0,1,1
15.81,130,0,1,1
28.36,160,0,1,1
12.38,123,0,1,1
9.97,115,0,1,1
10.47,112,0,1,1
11,119,0,1,1
12.5,95,0,1,1
13.43,147,0,1,1
14.16,207,0,1,1
14.6,122,0,1,1
18.05,195,0,1,1
16.04,100,0,1,1
14.85,159,0,1,1
17.26,106,0,1,1
22.41,125,0,1,1
4.03,152,0,1,1
24.72,185,0,1,1
9.09,233,0,1,1
6.1,248,0,1,1
9.5,280,0,1,1
6.71,135,0,1,1
3.19,122,0,1,1
3.26,97,0,1,1
6.91,91,0,1,1
7.22,107,0,1,1
3.37,97,0,1,1
3.49,108,0,1,1
7.79,105,0,1,1
3.01,111,0,1,1
4.02,97,0,1,1
5.85,83,0,1,1
7.44,81,0,1,1
7.75,88,0,1,1
3.66,121,0,1,1
3.77,88,0,1,1
9.59,90,0,1,1
11.13,87,0,1,1
6.58,130,0,1,1
7.8,125,0,1,1
9.17,135,0,1,1
7.95,88,0,1,1
3.94,120,0,1,1
4.02,127,0,1,1
12.29,90,0,1,1
14.15,79,0,1,1
9.93,130,0,1,1
12.72,89,0,1,1
16.8,121,0,1,1
8.72,135,0,1,1
9.19,94,0,1,1
4.11,91,0,1,1
4.24,121,0,1,1
15.55,80,0,1,1
16.98,93,0,1,1
18.7,123,0,1,1
0.15,63,0,1,1
0.19,70,0,1,1
0.07,333,0,1,1
0.08,424,0,1,1
0.14,430,0,1,1
0.08,4124,0,1,1
0.03,3847,0,1,1
